

Output log file /home/scratch/sourabhbalgi/prj/man/code/./logs/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts.txt created
File used to run the experiment : /home/scratch/sourabhbalgi/prj/man/code/SB_lang_00_ts.py
Model files are stored in /home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts directory

Settings: absolute_base_path=/home/scratch/sourabhbalgi/prj/man/code, absolute_pyfile_path=/home/scratch/sourabhbalgi/prj/man/code/SB_lang_00_ts.py, args=Namespace(absolute_base_path='/home/scratch/sourabhbalgi/prj/man/code', absolute_pyfile_path='/home/scratch/sourabhbalgi/prj/man/code/SB_lang_00_ts.py', batch_size=128, buffer_size=600, ckpt_dir='/home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts', dataroot='./data/prep-amazon/amazon.pkl', epoch_size='target', exp='kitchen_books', feature_num=5000, gpus='7', learning_rate=0.001, load_checkpoint='', log_file='/home/scratch/sourabhbalgi/prj/man/code/./logs/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts.txt', logs_dir='/home/scratch/sourabhbalgi/prj/man/code/./logs', lr_decay_period=30, lr_decay_rate=0.6318, lr_decay_type='geometric', n_test_samples=500, network_type='man', num_epochs=300, ramp=0, seed=1126, use_bn=False, use_drop=True, use_gumbel=False, use_sampler=True, weight_init='none', workers=2), batch_size=128, ckpt_dir=/home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts, dataroot=/home/scratch/sourabhbalgi/prj/man/code/./data/prep-amazon/amazon.pkl, epoch_size=target, exp=kitchen_books, experiment=kitchen_books, gpus=7, hostname=19_06_01_19_29_40, lambda_sal=0.0, lambda_ssl=0.0, lambda_sul=0.0, lambda_tal=0.0, lambda_tsl=1.0, lambda_tul=0.0, learning_rate=0.001, log_file=/home/scratch/sourabhbalgi/prj/man/code/./logs/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts.txt, log_num=0, logs_dir=/home/scratch/sourabhbalgi/prj/man/code/./logs, machinename=cl-gpusrv1.nis.csa.iisc.ac.in, num_epochs=300, ramp_sup_weight_in_list=[1.0], ramp_unsup_weight_in_list=[1.0], seed=1126, simul_train_src_tgt=True, timestamp=19_06_01_19_29_40, use_gpu=True, use_ramp_sup=False, use_ramp_unsup=False, use_sampler=True, workers=2
num_gpu: 1, GPU-ID: 7
current cuda device = 0
using cuda device = 0

SRC : KITCHEN: train: count=2000, test: count=5945
TGT : BOOKS: train: count=2000, test: count=4465

Number of classes : 2

Loaded  Source and Target data respectively

Using epoch_size : target
prior_src_train : tensor([0.4802, 0.5198], device='cuda:0')
prior_tgt_train : tensor([0.5229, 0.4771], device='cuda:0')

Building Network from MAN ...
Encoder : DataParallel(
  (module): Encoder(
    (net): Sequential(
      (f-linear-0): Linear(in_features=5000, out_features=1000, bias=True)
      (f-relu-0): ReLU()
      (f-linear-1): Linear(in_features=1000, out_features=500, bias=True)
      (f-relu-1): ReLU()
      (f-linear-final): Linear(in_features=500, out_features=128, bias=True)
      (f-relu-final): ReLU()
    )
  )
)
Classifier : DataParallel(
  (module): Classifier(
    (net): Sequential(
      (p-dropout-0): Dropout(p=0.5)
      (p-linear-final): Linear(in_features=128, out_features=2, bias=True)
    )
  )
)
Network Built ...

optimizerE : Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.5, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)
optimizerC : Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.5, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Training...
Note : Simultaneous training of source and target domains. No swapping after e epochs ...
Checkpoint directory to store files for current run : /home/scratch/sourabhbalgi/prj/man/code/./checkpoint/19_06_01_19_29_40_cl-gpusrv1.nis.csa.iisc.ac.in_kitchen_books_0_target_ts
**++ E:000/300 #B:015, t=000.13m, L=00.6327, ACC : S_TRN= 74.69%, T_TRN= 88.80%, S_TST= 74.60%, T_TST= 80.38%
  ++ E:001/300 #B:015, t=000.82m, L=00.2696, ACC : S_TRN= 74.17%, T_TRN= 96.20%, S_TST= 74.35%, T_TST= 82.33%
     E:031/300 #B:015, t=010.24m, L=00.0000, ACC : S_TRN= 75.99%, T_TRN= 100.00%, S_TST= 75.85%, T_TST= 82.87%
     E:032/300 #B:015, t=010.52m, L=00.0000, ACC : S_TRN= 73.96%, T_TRN= 100.00%, S_TST= 75.83%, T_TST= 82.84%
     E:033/300 #B:015, t=010.77m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 75.85%, T_TST= 82.87%
     E:034/300 #B:015, t=011.07m, L=00.0000, ACC : S_TRN= 73.12%, T_TRN= 100.00%, S_TST= 75.88%, T_TST= 82.87%
     E:035/300 #B:015, t=011.31m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 75.88%, T_TST= 82.87%
     E:036/300 #B:015, t=011.53m, L=00.0000, ACC : S_TRN= 75.10%, T_TRN= 100.00%, S_TST= 75.85%, T_TST= 82.89%
     E:037/300 #B:015, t=011.76m, L=00.0000, ACC : S_TRN= 74.43%, T_TRN= 100.00%, S_TST= 75.83%, T_TST= 82.91%
     E:038/300 #B:015, t=012.00m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.89%
     E:039/300 #B:015, t=012.23m, L=00.0000, ACC : S_TRN= 74.48%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.87%
     E:040/300 #B:015, t=012.49m, L=00.0000, ACC : S_TRN= 73.02%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.84%
     E:041/300 #B:015, t=012.74m, L=00.0000, ACC : S_TRN= 74.64%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.84%
     E:042/300 #B:015, t=012.99m, L=00.0000, ACC : S_TRN= 75.31%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.84%
     E:043/300 #B:015, t=013.24m, L=00.0000, ACC : S_TRN= 74.32%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.84%
     E:044/300 #B:015, t=013.49m, L=00.0000, ACC : S_TRN= 75.16%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.84%
     E:045/300 #B:015, t=013.74m, L=00.0000, ACC : S_TRN= 74.32%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.82%
     E:046/300 #B:015, t=013.98m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.87%
     E:047/300 #B:015, t=014.25m, L=00.0000, ACC : S_TRN= 74.69%, T_TRN= 100.00%, S_TST= 75.83%, T_TST= 82.87%
     E:048/300 #B:015, t=014.47m, L=00.0000, ACC : S_TRN= 72.97%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.91%
     E:049/300 #B:015, t=014.70m, L=00.0000, ACC : S_TRN= 76.04%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.84%
     E:050/300 #B:015, t=014.94m, L=00.0000, ACC : S_TRN= 74.43%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.84%
     E:051/300 #B:015, t=015.17m, L=00.0000, ACC : S_TRN= 74.84%, T_TRN= 100.00%, S_TST= 75.74%, T_TST= 82.82%
     E:052/300 #B:015, t=015.40m, L=00.0000, ACC : S_TRN= 74.27%, T_TRN= 100.00%, S_TST= 75.74%, T_TST= 82.75%
     E:053/300 #B:015, t=015.63m, L=00.0000, ACC : S_TRN= 75.16%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.89%
     E:054/300 #B:015, t=015.88m, L=00.0000, ACC : S_TRN= 75.00%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.89%
     E:055/300 #B:015, t=016.12m, L=00.0000, ACC : S_TRN= 73.65%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.87%
     E:056/300 #B:015, t=016.36m, L=00.0000, ACC : S_TRN= 74.27%, T_TRN= 100.00%, S_TST= 75.74%, T_TST= 82.89%
     E:057/300 #B:015, t=016.60m, L=00.0000, ACC : S_TRN= 75.36%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.80%
     E:058/300 #B:015, t=016.82m, L=00.0000, ACC : S_TRN= 73.65%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.80%
     E:059/300 #B:015, t=017.04m, L=00.0000, ACC : S_TRN= 74.95%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.78%
     E:060/300 #B:015, t=017.31m, L=00.0000, ACC : S_TRN= 74.95%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.78%
     E:061/300 #B:015, t=017.54m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 75.83%, T_TST= 82.82%
     E:062/300 #B:015, t=017.79m, L=00.0000, ACC : S_TRN= 75.94%, T_TRN= 100.00%, S_TST= 75.85%, T_TST= 82.80%
     E:063/300 #B:015, t=018.03m, L=00.0000, ACC : S_TRN= 73.91%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.89%
     E:064/300 #B:015, t=018.26m, L=00.0000, ACC : S_TRN= 75.62%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.89%
     E:065/300 #B:015, t=018.51m, L=00.0000, ACC : S_TRN= 75.00%, T_TRN= 100.00%, S_TST= 75.74%, T_TST= 82.89%
     E:066/300 #B:015, t=018.76m, L=00.0000, ACC : S_TRN= 75.42%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.89%
     E:067/300 #B:015, t=019.05m, L=00.0000, ACC : S_TRN= 73.18%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.84%
     E:068/300 #B:015, t=019.27m, L=00.0000, ACC : S_TRN= 75.47%, T_TRN= 100.00%, S_TST= 75.73%, T_TST= 82.78%
     E:069/300 #B:015, t=019.50m, L=00.0000, ACC : S_TRN= 75.62%, T_TRN= 100.00%, S_TST= 75.69%, T_TST= 82.78%
     E:070/300 #B:015, t=019.72m, L=00.0000, ACC : S_TRN= 75.62%, T_TRN= 100.00%, S_TST= 75.73%, T_TST= 82.78%
     E:071/300 #B:015, t=019.95m, L=00.0000, ACC : S_TRN= 77.34%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.75%
     E:072/300 #B:015, t=020.18m, L=00.0000, ACC : S_TRN= 74.43%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.75%
     E:073/300 #B:015, t=020.44m, L=00.0000, ACC : S_TRN= 75.62%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:074/300 #B:015, t=020.70m, L=00.0000, ACC : S_TRN= 74.17%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.80%
     E:075/300 #B:015, t=020.94m, L=00.0000, ACC : S_TRN= 74.84%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.75%
     E:076/300 #B:015, t=021.18m, L=00.0000, ACC : S_TRN= 74.58%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.75%
     E:077/300 #B:015, t=021.42m, L=00.0000, ACC : S_TRN= 74.95%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.78%
     E:078/300 #B:015, t=021.68m, L=00.0000, ACC : S_TRN= 74.11%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.78%
     E:079/300 #B:015, t=021.94m, L=00.0000, ACC : S_TRN= 75.16%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.75%
     E:080/300 #B:015, t=022.19m, L=00.0000, ACC : S_TRN= 74.22%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.75%
     E:081/300 #B:015, t=022.45m, L=00.0000, ACC : S_TRN= 77.24%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.78%
     E:082/300 #B:015, t=022.69m, L=00.0000, ACC : S_TRN= 74.32%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.78%
     E:083/300 #B:015, t=022.92m, L=00.0000, ACC : S_TRN= 73.18%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.78%
     E:084/300 #B:015, t=023.16m, L=00.0000, ACC : S_TRN= 73.70%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.78%
     E:085/300 #B:015, t=023.40m, L=00.0000, ACC : S_TRN= 74.69%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.78%
     E:086/300 #B:015, t=023.64m, L=00.0000, ACC : S_TRN= 75.31%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.78%
     E:087/300 #B:015, t=023.89m, L=00.0000, ACC : S_TRN= 74.17%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.78%
     E:088/300 #B:015, t=024.12m, L=00.0000, ACC : S_TRN= 76.09%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.78%
     E:089/300 #B:015, t=024.34m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.78%
     E:090/300 #B:015, t=024.57m, L=00.0000, ACC : S_TRN= 76.25%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.78%
     E:091/300 #B:015, t=024.81m, L=00.0000, ACC : S_TRN= 73.49%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.75%
     E:092/300 #B:015, t=025.06m, L=00.0000, ACC : S_TRN= 74.32%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:093/300 #B:015, t=025.31m, L=00.0000, ACC : S_TRN= 74.79%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:094/300 #B:015, t=025.55m, L=00.0000, ACC : S_TRN= 75.21%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.75%
     E:095/300 #B:015, t=025.79m, L=00.0000, ACC : S_TRN= 73.23%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:096/300 #B:015, t=026.01m, L=00.0000, ACC : S_TRN= 75.05%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:097/300 #B:015, t=026.24m, L=00.0000, ACC : S_TRN= 75.36%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:098/300 #B:015, t=026.46m, L=00.0000, ACC : S_TRN= 74.79%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:099/300 #B:015, t=026.70m, L=00.0000, ACC : S_TRN= 75.16%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.75%
     E:100/300 #B:015, t=026.96m, L=00.0000, ACC : S_TRN= 76.25%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.78%
     E:101/300 #B:015, t=027.19m, L=00.0000, ACC : S_TRN= 76.56%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.80%
     E:102/300 #B:015, t=027.42m, L=00.0000, ACC : S_TRN= 74.01%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.82%
     E:103/300 #B:015, t=027.68m, L=00.0000, ACC : S_TRN= 74.58%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.87%
     E:104/300 #B:015, t=027.91m, L=00.0000, ACC : S_TRN= 74.06%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.87%
     E:105/300 #B:015, t=028.15m, L=00.0000, ACC : S_TRN= 73.54%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.87%
     E:106/300 #B:015, t=028.36m, L=00.0000, ACC : S_TRN= 75.26%, T_TRN= 100.00%, S_TST= 75.73%, T_TST= 82.87%
     E:107/300 #B:015, t=028.62m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 75.71%, T_TST= 82.87%
     E:108/300 #B:015, t=028.88m, L=00.0000, ACC : S_TRN= 74.95%, T_TRN= 100.00%, S_TST= 75.71%, T_TST= 82.87%
     E:109/300 #B:015, t=029.12m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.87%
     E:110/300 #B:015, t=029.34m, L=00.0000, ACC : S_TRN= 75.73%, T_TRN= 100.00%, S_TST= 75.68%, T_TST= 82.84%
     E:111/300 #B:015, t=029.62m, L=00.0000, ACC : S_TRN= 76.09%, T_TRN= 100.00%, S_TST= 75.68%, T_TST= 82.84%
     E:112/300 #B:015, t=029.85m, L=00.0000, ACC : S_TRN= 72.97%, T_TRN= 100.00%, S_TST= 75.68%, T_TST= 82.84%
     E:113/300 #B:015, t=030.08m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.91%
     E:114/300 #B:015, t=030.34m, L=00.0000, ACC : S_TRN= 76.04%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.91%
  ++ E:115/300 #B:015, t=030.57m, L=00.0000, ACC : S_TRN= 74.90%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.96%
     E:116/300 #B:015, t=031.01m, L=00.0000, ACC : S_TRN= 74.74%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.89%
     E:117/300 #B:015, t=031.23m, L=00.0000, ACC : S_TRN= 73.59%, T_TRN= 100.00%, S_TST= 75.76%, T_TST= 82.89%
     E:118/300 #B:015, t=031.46m, L=00.0000, ACC : S_TRN= 72.55%, T_TRN= 100.00%, S_TST= 75.74%, T_TST= 82.87%
     E:119/300 #B:015, t=031.71m, L=00.0000, ACC : S_TRN= 76.41%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.84%
     E:120/300 #B:015, t=031.96m, L=00.0000, ACC : S_TRN= 75.05%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.84%
     E:121/300 #B:015, t=032.17m, L=00.0000, ACC : S_TRN= 76.35%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.87%
     E:122/300 #B:015, t=032.41m, L=00.0000, ACC : S_TRN= 74.58%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.89%
     E:123/300 #B:015, t=032.65m, L=00.0000, ACC : S_TRN= 73.33%, T_TRN= 100.00%, S_TST= 75.79%, T_TST= 82.87%
     E:124/300 #B:015, t=032.90m, L=00.0000, ACC : S_TRN= 76.72%, T_TRN= 100.00%, S_TST= 75.81%, T_TST= 82.87%
     E:125/300 #B:015, t=033.14m, L=00.0000, ACC : S_TRN= 73.80%, T_TRN= 100.00%, S_TST= 75.78%, T_TST= 82.87%
